Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal
235,2.35043E+14,47,249,2,22,12,127,0,2,0,5,103,0,1,7,0,0,0,0,3,25,1,0,0,0,4,3,3,2,0,0,0,0,0,29,4,173,7,451,0,0,0,1,0,49,12,7,36,4,26,2,0,1,1,11,7,0,1935,3,25,13,2,2,2,6,1,3
235,2.57024E+14,40,210,2,21,15,164,2,0,0,1,19,0,2,31,0,0,0,0,4,5,1,0,0,0,2,2,5,5,0,0,0,0,0,41,3,145,8,546,1,0,0,1,0,34,24,6,32,3,25,2,1,3,0,11,9,2,1876,6,49,13,7,0,0,3,1,1
235,7.36024E+14,37,148,2,23,18,227,1,0,0,2,45,0,4,21,0,0,0,0,1,18,0,0,0,0,2,2,3,3,0,0,0,0,0,27,4,211,6,388,1,0,0,0,0,35,22,1,6,0,0,2,0,5,0,7,8,0,2067,9,68,13,4,3,2,4,2,1
235,2.35065E+14,39,140,2,25,14,199,1,0,0,2,44,0,5,85,0,0,0,0,2,73,0,0,0,0,4,1,3,3,0,0,0,0,0,24,3,127,5,333,0,1,0,0,0,43,14,7,46,6,45,4,3,3,0,9,7,1,1837,3,20,14,5,1,0,5,2,1
235,2.31024E+14,36,223,3,38,26,361,5,0,0,2,53,0,4,25,0,0,0,0,1,41,1,0,0,0,1,0,9,8,0,0,0,0,0,62,0,0,10,649,3,0,0,0,0,31,20,2,9,1,6,2,0,6,0,12,17,1,1980,8,81,14,11,1,1,5,4,0
235,2.34024E+14,39,311,2,23,19,234,3,0,0,3,72,0,3,20,0,0,0,0,2,0,0,0,0,0,1,1,5,4,0,0,0,0,0,37,1,38,7,433,2,0,0,3,2,37,16,3,16,3,16,1,1,4,0,11,11,0,1884,12,80,13,10,1,1,4,3,1
235,2.35001E+14,14,88,0,35,20,247,1,1,0,6,161,0,1,12,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,4,195,4,277,1,0,0,0,0,45,30,4,17,1,10,4,0,3,0,4,9,0,1223,5,51,11,4,1,0,3,0,1
235,1.40024E+14,34,177,4,36,31,482,3,0,0,4,116,0,2,10,0,0,0,0,0,0,0,0,0,0,2,1,7,6,0,0,0,0,0,51,1,44,9,597,0,0,0,0,0,49,10,8,37,4,24,0,1,8,0,8,19,1,1940,12,90,12,6,2,2,7,6,0
255,3.15026E+14,50,335,3,12,7,162,1,0,0,3,85,0,3,87,1,0,0,0,1,0,0,0,0,0,2,1,5,4,0,0,0,0,0,37,2,102,7,459,0,0,0,5,3,40,36,6,24,3,20,0,1,7,0,13,7,1,1765,6,58,12,8,0,0,5,2,1
255,1.47026E+14,49,301,1,15,4,117,1,2,0,6,108,0,1,85,1,0,0,0,2,2,0,0,0,0,3,3,3,3,0,0,0,0,0,30,6,220,7,411,0,1,0,0,0,29,36,7,18,3,9,0,1,3,0,10,4,1,1889,6,50,14,3,1,1,3,0,3
255,2.55042E+14,39,95,1,15,6,133,1,0,0,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,3,137,4,243,0,0,1,3,0,46,18,2,8,0,0,0,0,1,0,6,4,2,1585,8,44,14,6,2,0,3,1,1
255,4.57026E+14,69,317,3,11,7,89,0,0,0,2,40,0,3,15,0,0,0,0,2,40,0,0,0,0,3,1,3,3,0,0,0,0,0,24,3,140,5,331,1,2,0,2,0,18,24,3,15,1,7,0,0,1,0,18,4,2,2526,7,65,19,10,1,1,6,3,1
255,2.55043E+14,54,213,4,14,11,266,1,0,0,4,63,0,0,0,0,1,40,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,42,3,111,7,397,0,0,0,4,1,56,4,4,17,1,10,1,4,2,0,14,8,1,2163,9,61,13,8,2,2,5,4,0
255,2.55023E+14,57,401,6,8,4,131,1,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,49,0,0,8,517,0,0,0,3,3,42,23,5,21,2,14,1,2,1,0,19,4,2,1923,2,9,10,8,2,2,5,4,0
255,7.42026E+14,63,309,4,7,1,51,0,1,0,3,47,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,4,138,5,270,0,0,0,3,1,18,40,5,22,2,17,0,0,2,0,17,1,1,2302,6,33,15,8,1,1,4,3,0
255,2.55075E+14,71,362,4,8,4,85,0,0,0,2,38,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,2,84,6,329,0,0,0,3,1,30,4,4,17,2,10,0,1,2,0,17,2,1,2563,8,70,17,8,2,1,6,4,2
255,2.55074E+14,69,404,6,13,6,193,2,0,0,6,116,0,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,56,3,97,9,501,0,0,0,1,1,29,26,3,8,0,0,3,3,1,0,22,5,1,2385,1,9,17,12,1,1,8,6,0
255,7.49026E+14,62,412,4,14,4,51,0,1,0,3,64,0,3,32,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,30,1,37,5,327,0,0,0,1,0,33,34,9,38,4,26,0,0,3,0,19,3,2,1858,7,78,15,6,5,1,2,2,0
255,2.55019E+14,52,306,5,11,7,213,2,0,0,3,139,0,4,44,0,0,0,0,1,3,0,1,-18,0,0,0,7,7,0,0,0,0,0,49,3,155,8,493,0,0,0,5,1,46,24,8,42,4,35,2,0,2,1,16,6,0,1758,5,48,10,5,2,1,6,5,0
255,2.57026E+14,51,205,2,13,6,135,1,1,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,24,0,0,5,307,0,0,0,3,1,22,56,4,12,1,5,0,2,1,0,11,4,2,1797,5,35,13,7,4,2,3,2,0
255,2.55015E+14,65,333,3,18,9,136,1,0,0,6,117,0,0,0,0,0,0,0,2,50,0,0,0,0,4,4,3,3,1,0,0,0,0,39,0,0,9,449,0,0,0,1,0,30,10,2,6,0,0,1,0,1,0,23,4,1,2237,5,31,18,11,3,2,5,3,2
255,3.12026E+14,41,143,1,9,2,12,0,1,0,5,80,0,2,9,0,0,0,0,1,40,1,0,0,0,1,0,2,2,0,0,0,0,0,14,7,344,3,174,0,0,0,0,0,47,6,7,22,2,11,1,2,3,0,8,1,0,1657,9,68,12,4,1,0,1,1,0
257,2.57052E+14,30,95,0,30,15,162,1,1,0,4,65,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,342,3,196,0,0,0,2,2,51,10,2,3,0,0,2,0,6,0,5,8,3,1577,7,58,12,4,1,0,1,1,0
257,6.48026E+14,29,107,2,24,17,201,2,1,0,7,252,1,1,3,0,0,0,0,1,0,0,0,0,0,2,2,5,5,0,0,0,0,0,41,1,37,9,574,2,0,0,3,2,46,34,4,19,2,16,0,1,3,1,6,8,2,1539,13,108,9,5,1,0,5,3,2
257,2.57003E+14,36,155,1,26,18,375,5,1,1,8,167,0,1,0,0,1,3,0,0,0,0,0,0,0,3,3,5,5,1,1,0,0,0,52,4,221,9,513,2,2,0,2,2,26,26,6,14,2,9,3,1,6,0,4,15,1,1912,14,93,13,5,1,1,3,0,3
257,2.80257E+13,31,92,1,31,17,242,1,2,0,3,41,0,3,36,0,0,0,0,1,0,0,1,0,0,2,2,2,2,0,0,0,0,0,20,5,201,4,250,1,0,0,1,1,26,26,9,26,1,10,0,0,4,1,5,9,3,1797,7,55,15,6,1,0,3,1,2
257,3.65026E+14,24,45,0,34,18,229,2,1,0,4,48,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,13,7,344,3,203,1,0,0,3,0,43,39,9,39,6,34,0,1,1,0,1,10,0,1610,7,59,17,7,1,1,3,2,0
257,2.57069E+14,22,89,0,40,20,152,0,2,0,7,181,1,3,31,0,0,0,0,1,28,1,0,0,0,1,1,2,2,0,0,0,0,1,19,6,299,4,268,2,0,0,2,1,35,34,3,5,0,0,0,1,3,1,6,7,0,1555,9,79,13,3,2,0,0,0,0
257,2.57074E+14,37,173,2,31,16,226,2,1,0,3,71,0,3,93,0,0,0,0,1,9,0,0,0,0,2,2,4,4,0,0,0,0,0,34,5,235,7,406,1,1,0,0,0,45,32,9,37,3,19,3,1,3,0,8,10,1,1965,8,71,15,7,1,1,3,3,0
257,2.57024E+14,33,121,0,23,11,165,2,4,0,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,4,210,4,278,3,0,0,1,0,39,18,5,13,2,6,0,1,1,0,5,10,1,1724,9,87,12,4,1,1,1,1,0
257,6.92026E+14,39,304,3,18,14,165,2,1,0,1,3,0,5,45,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,2,81,7,483,2,0,0,3,0,30,32,15,74,6,51,0,1,2,0,12,7,1,1833,11,86,10,4,3,2,3,2,1
257,3.70257E+13,38,169,3,17,9,173,1,0,0,5,85,0,1,3,0,0,0,0,2,22,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,237,6,391,0,0,0,0,0,39,40,9,42,3,22,0,0,4,0,10,6,2,1753,4,29,11,5,0,0,2,2,0
257,3.34026E+14,44,196,0,30,12,291,3,2,0,5,109,0,2,20,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,5,235,6,341,0,0,0,4,2,27,41,9,33,2,11,0,0,1,0,10,12,0,1993,5,75,16,5,2,2,3,1,1
257,2.57026E+14,44,339,2,14,8,76,1,0,0,4,69,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,3,0,0,0,0,0,30,0,0,7,478,3,1,0,2,1,29,48,5,21,1,14,0,0,1,0,15,6,0,1803,5,39,9,4,0,0,4,2,2
257,6.97026E+14,40,208,3,28,15,158,2,1,0,2,107,1,1,21,0,0,0,0,2,74,0,1,0,0,1,1,6,5,0,0,0,0,0,44,6,249,8,485,0,0,0,0,0,49,30,5,22,2,12,4,2,6,2,9,8,0,1921,6,39,15,7,0,0,4,4,0
277,1.00403E+15,28,111,0,32,21,304,3,1,0,5,127,0,5,50,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,25,3,106,5,302,1,1,0,4,3,50,25,5,24,2,19,7,1,5,0,6,11,0,1596,2,5,10,6,0,0,6,3,1
277,2.77075E+14,26,137,2,37,27,489,3,0,0,5,107,0,3,6,0,0,0,0,3,5,0,0,0,0,1,1,5,5,0,0,0,0,0,38,4,101,7,470,0,0,0,4,4,52,18,6,35,3,19,3,5,7,0,4,15,3,1819,12,120,8,2,0,0,6,2,1
277,2.77047E+14,15,28,1,48,31,477,3,1,0,5,116,0,1,4,0,0,0,0,2,17,0,0,0,0,3,2,3,3,1,0,0,0,0,33,1,39,6,415,1,0,0,0,0,34,48,4,15,1,9,0,0,4,0,3,18,2,1546,5,40,11,5,3,1,3,1,1
277,2.77037E+14,16,-7,0,45,25,308,0,2,0,6,146,0,1,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,3,137,3,120,0,0,0,1,1,37,58,5,12,1,6,0,0,7,0,2,14,1,1460,3,20,12,5,2,0,3,0,2
277,9.60277E+13,18,85,0,52,24,283,2,2,0,7,103,0,3,44,0,1,5,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,3,145,2,117,1,0,2,6,1,50,10,4,7,1,1,0,1,2,0,4,15,0,1732,7,45,13,7,1,0,5,2,1
277,2.7703E+14,24,77,2,45,31,367,1,1,0,5,127,0,2,16,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,23,2,64,4,223,0,2,1,2,1,28,32,1,2,0,0,1,1,0,0,7,18,1,1829,4,30,15,10,1,0,4,2,1
277,6.60277E+13,18,93,0,47,27,214,1,3,0,12,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,5,155,2,137,0,0,0,3,3,47,16,4,7,0,0,5,0,3,0,8,10,3,1710,8,50,9,2,1,0,3,1,0
277,2.77047E+14,20,118,0,49,29,374,3,2,0,4,127,0,1,-3,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,4,104,4,255,2,1,0,1,0,50,10,4,22,1,8,0,0,2,0,6,16,1,1639,8,60,11,4,2,0,3,2,0
277,7.31028E+14,37,360,3,38,21,337,4,2,0,4,66,0,1,2,0,0,0,0,2,13,0,0,0,0,2,0,7,7,0,0,0,0,0,49,1,31,8,514,0,0,0,0,0,55,22,10,52,3,33,7,0,4,0,12,12,4,2052,7,64,12,8,1,0,7,5,0
277,4.72028E+14,26,119,2,49,28,366,1,1,0,2,41,0,1,3,0,0,0,0,2,21,0,0,0,0,2,1,3,3,0,0,0,0,0,24,3,172,5,338,1,0,0,0,0,36,8,4,9,2,7,3,1,1,0,5,21,0,2115,4,40,13,5,3,1,6,3,1
277,2.77063E+14,30,106,2,47,28,299,0,0,0,3,57,0,0,0,0,0,0,0,3,13,0,0,0,0,2,1,2,2,0,0,0,0,0,17,3,112,3,185,0,0,0,5,2,29,36,4,17,1,8,0,1,3,0,7,15,1,2045,8,80,13,5,2,0,6,2,1
277,7.26028E+14,17,62,0,46,32,366,3,0,0,4,119,0,4,15,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,4,166,5,306,0,0,0,3,1,49,12,5,25,2,19,2,0,1,0,6,15,0,1730,3,25,11,5,1,0,4,2,1
277,7.96028E+14,17,17,0,34,15,197,1,2,0,6,145,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,295,3,156,0,0,0,0,0,57,16,7,33,2,16,2,0,0,0,4,9,1,1323,7,73,11,3,0,0,1,1,0
288,5.08029E+14,27,91,3,44,32,447,5,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,55,4,164,9,565,1,1,0,1,1,29,74,4,36,1,20,1,0,2,0,6,22,2,1412,1,6,10,6,0,0,7,6,0
288,2.88052E+14,36,146,2,46,32,366,3,1,0,1,32,0,1,31,0,0,0,0,1,26,1,0,0,0,1,1,6,6,0,0,0,0,0,45,4,142,7,355,0,0,1,1,1,57,9,3,9,1,5,0,0,7,0,6,22,4,1833,4,40,11,3,2,2,5,4,1
288,7.00029E+14,36,144,2,58,38,435,1,1,0,3,104,0,2,8,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,0,0,0,0,29,4,157,6,343,0,1,0,1,0,32,62,2,28,2,28,0,3,8,0,9,20,0,1993,8,74,19,10,1,1,5,3,2
288,2.8807E+14,27,128,0,76,51,536,5,0,0,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,5,0,0,0,0,0,41,2,83,8,370,0,0,0,2,2,30,50,0,0,0,0,2,0,5,1,7,31,4,1714,6,50,17,7,4,3,9,5,1
288,2.88043E+14,25,119,0,52,39,434,4,2,0,4,95,0,0,0,0,0,0,0,2,30,0,0,0,0,2,1,4,4,0,0,0,0,0,31,2,85,6,374,1,0,0,0,0,63,10,5,24,2,15,0,0,5,0,11,20,0,1630,2,32,12,6,1,0,7,4,1
288,2.88072E+14,36,182,4,43,30,334,2,0,1,5,124,0,2,46,0,0,0,0,1,0,0,0,0,0,2,1,5,3,1,1,0,0,0,44,2,80,8,500,1,0,0,1,0,54,32,5,22,2,12,0,0,3,1,13,17,1,1525,5,40,13,9,0,0,8,6,1
288,6.63029E+14,37,161,3,36,25,233,1,0,0,4,159,1,1,16,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,6,246,7,418,0,0,0,0,0,35,40,7,44,5,36,0,3,6,1,10,9,2,1550,4,50,16,9,0,0,5,4,1
288,6.64029E+14,33,191,1,54,44,559,5,1,0,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,0,0,2,1,0,50,2,83,9,526,1,1,0,3,2,40,52,3,11,1,8,0,1,10,2,12,26,1,1621,4,55,11,6,1,1,4,2,2
288,2.88072E+14,40,173,1,60,40,522,3,0,0,6,165,1,2,-9,0,0,0,0,2,33,0,0,0,0,4,4,4,4,1,0,0,0,0,46,3,161,8,500,0,0,1,3,2,44,30,7,35,3,21,0,2,1,0,9,25,0,1955,5,56,18,7,4,2,8,3,3
288,2.88013E+14,15,46,0,57,33,377,3,1,0,7,172,1,2,0,0,0,0,0,1,4,0,0,0,0,2,2,3,2,1,0,0,0,0,32,4,178,7,364,0,0,0,2,2,59,26,9,36,2,18,2,2,1,1,4,16,1,1230,5,21,15,7,1,1,4,1,2
288,4.04029E+14,24,111,2,55,42,578,6,0,0,3,61,0,2,24,0,0,0,0,1,16,0,0,0,0,0,0,8,7,0,0,0,0,0,55,3,95,9,576,0,0,0,1,0,31,72,7,21,1,8,0,1,4,0,6,26,1,1464,9,67,11,7,1,1,7,7,0
288,5.74029E+14,31,221,5,47,36,463,3,0,0,3,127,1,2,20,0,0,0,0,3,61,1,0,0,0,1,1,10,10,0,0,0,0,0,73,3,128,12,776,1,0,0,0,0,33,76,8,22,1,6,0,0,6,0,10,20,0,1650,1,10,11,5,2,1,7,6,1
288,2.8802E+14,19,30,0,75,56,527,5,3,0,6,78,0,3,-16,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,32,3,138,5,226,0,0,1,3,1,20,72,2,3,0,0,1,0,2,0,4,29,0,1779,3,25,17,12,1,1,5,4,0
288,2.88072E+14,20,109,0,41,24,222,1,6,0,7,128,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,2,91,5,317,0,0,0,0,0,51,62,3,10,1,7,1,0,2,0,6,11,1,1137,6,45,10,4,2,1,3,1,2
295,2.95047E+14,32,171,1,22,11,179,2,1,0,2,61,0,1,10,0,1,8,0,1,7,0,0,0,0,0,0,3,3,0,0,0,0,0,21,4,197,5,336,3,0,0,0,0,27,58,2,4,1,2,0,2,3,0,7,6,2,1671,5,86,14,9,1,0,2,2,0
295,2.95076E+14,23,63,2,40,26,349,0,1,0,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,23,3,118,5,316,0,0,0,0,0,44,6,2,12,0,0,0,2,2,0,4,15,1,1949,8,72,12,4,2,1,5,2,3
295,6.2603E+14,41,147,3,30,17,232,0,0,0,5,108,0,0,0,0,0,0,0,1,74,1,0,0,0,4,2,4,4,0,0,0,0,0,34,2,95,6,386,1,0,0,0,0,31,30,5,19,1,10,8,1,1,0,7,11,3,1930,8,54,16,9,0,0,4,2,1
295,2.9505E+14,44,207,1,23,18,270,3,0,0,4,69,0,1,34,0,0,0,0,0,0,0,0,0,0,3,2,4,4,0,0,0,0,0,34,1,0,7,454,0,1,0,2,0,24,48,5,21,2,15,0,2,4,0,11,12,1,2053,5,54,13,8,0,0,3,1,1
295,1.5603E+14,33,70,1,38,25,333,3,1,0,5,139,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,4,0,0,1,0,0,31,5,231,6,406,0,0,0,1,0,44,18,2,3,0,0,4,0,4,1,6,15,2,1850,7,63,12,6,1,1,2,1,0
295,2.95063E+14,42,274,3,27,15,227,0,3,0,4,78,0,1,1,0,0,0,0,2,39,0,0,0,0,3,3,3,2,0,0,0,0,0,29,1,38,6,403,0,0,0,1,1,48,14,6,16,2,8,0,1,1,0,11,10,1,2040,11,113,11,6,1,1,6,3,2
295,2.7703E+14,39,194,4,17,14,226,1,0,0,3,47,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,2,83,6,402,0,1,0,2,1,39,18,8,32,4,22,3,1,4,0,10,10,0,1771,6,40,10,8,0,0,3,3,0
295,2.95047E+14,25,90,1,33,22,404,5,1,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,45,4,179,7,456,3,0,1,2,1,48,18,1,1,0,0,0,2,1,0,2,15,4,1580,5,31,11,4,0,0,3,3,0
295,3.6603E+14,27,134,2,46,25,327,2,2,0,3,113,1,5,46,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,4,167,6,420,1,0,0,1,1,45,36,6,19,1,6,3,1,2,0,7,14,4,1610,4,30,12,4,3,3,4,2,0
295,9.60295E+13,30,230,1,25,12,240,2,0,1,6,108,0,4,42,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,21,4,179,3,202,0,0,1,1,1,34,34,4,14,1,8,0,0,0,0,8,9,2,1434,8,90,10,2,3,1,2,2,0
295,2.95007E+14,46,209,2,27,17,305,1,5,0,7,95,0,2,20,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,0,0,0,25,3,111,4,259,1,0,1,2,2,29,24,1,1,0,0,0,0,3,0,12,12,2,2214,4,37,13,6,1,1,3,1,1
295,7.3103E+14,36,135,2,40,23,395,5,1,0,4,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,49,5,198,7,476,1,1,1,3,1,46,10,4,21,2,10,2,1,1,0,7,18,7,2058,7,80,12,4,2,2,5,5,0
295,7.10295E+13,38,212,2,28,15,240,4,0,1,7,176,0,0,0,0,0,0,0,1,2,0,1,11,0,0,0,5,5,1,1,0,0,0,43,7,280,7,439,0,0,0,0,0,45,14,7,10,1,1,0,0,1,1,8,11,0,1832,9,79,13,6,0,0,5,5,0
301,4.3403E+14,35,110,1,37,22,215,0,1,0,8,193,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,5,199,3,184,0,0,0,2,1,44,34,10,32,2,16,1,1,3,0,6,11,1,1806,4,40,16,6,2,0,3,1,1
301,2.9903E+14,46,384,5,17,13,164,1,1,0,4,37,0,1,5,0,0,0,0,2,119,0,0,0,0,2,1,6,6,0,0,0,0,0,45,2,59,8,519,1,0,0,3,1,45,18,6,23,2,17,3,2,11,0,15,6,3,1741,13,115,9,3,0,0,5,3,1
301,3.01052E+14,34,82,0,28,15,88,0,3,0,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,320,1,64,0,0,0,3,0,39,30,4,14,0,0,0,1,3,0,7,5,2,1740,8,71,16,7,1,1,0,0,0
301,5.3903E+14,35,130,1,37,20,263,1,1,0,6,125,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,230,3,188,1,0,1,1,1,38,30,1,1,0,0,4,1,2,0,8,11,1,1564,5,50,16,7,2,1,3,2,1
301,4.1603E+14,32,132,1,28,9,140,1,1,0,4,74,0,3,20,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,9,388,2,130,0,0,1,0,0,36,40,5,12,1,1,2,1,7,0,7,6,0,1433,6,58,14,3,1,1,1,1,0
301,3.01031E+14,41,185,0,37,22,258,2,0,0,3,69,0,1,-10,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,5,212,3,150,0,0,0,4,3,50,4,2,12,1,8,0,1,3,0,13,12,0,1783,4,45,15,8,1,1,4,1,0
301,3.01056E+14,37,180,2,27,14,142,0,1,0,5,119,0,2,15,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,5,224,3,202,2,0,0,2,0,47,8,4,15,1,8,0,0,2,0,9,5,1,1703,8,65,14,4,4,2,3,2,0
301,4.1803E+14,56,377,4,11,8,123,1,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,5,191,7,462,4,0,0,3,0,45,24,9,42,4,25,1,3,5,0,14,5,1,2106,4,36,14,7,0,0,4,3,1
301,3.01043E+14,42,113,2,25,15,238,2,0,0,2,41,0,1,3,0,0,0,0,1,44,1,0,0,0,1,0,5,5,0,0,0,0,0,35,5,163,6,399,0,0,0,2,1,41,20,8,53,7,50,0,1,2,0,7,9,0,1802,8,80,17,9,1,1,4,3,0
301,5.0903E+14,45,212,1,29,15,162,1,2,0,3,74,0,1,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,16,6,246,3,209,2,0,1,2,0,44,28,7,15,1,5,4,0,2,0,13,8,1,1755,6,56,14,4,2,1,3,1,1
301,3.01014E+14,45,169,1,35,22,307,3,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,36,7,290,6,338,0,0,1,0,0,32,16,4,10,0,0,2,0,5,0,9,13,2,2179,8,69,17,5,3,3,5,4,1
301,9.60301E+13,49,331,4,19,9,217,3,2,0,8,113,0,0,0,0,0,0,0,1,12,0,0,0,0,1,1,7,7,0,0,0,0,0,52,3,108,9,523,2,0,0,1,1,39,34,3,7,0,0,1,0,1,0,17,7,2,1864,4,49,12,5,1,1,4,4,0
306,2.02031E+14,31,73,1,36,27,326,1,2,0,3,78,0,2,-1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,19,5,199,4,261,0,0,0,1,1,43,10,7,50,4,45,0,1,3,0,4,17,1,1913,8,43,13,6,1,1,3,1,1
306,7.74031E+14,33,187,2,29,18,185,0,0,0,2,47,0,1,14,0,1,16,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,23,5,212,7,453,1,0,0,0,0,54,14,8,32,2,14,0,1,4,0,5,10,2,1701,13,106,13,3,1,0,5,1,3
306,3.06001E+14,46,180,2,31,20,175,2,1,0,4,121,1,0,0,0,0,0,0,4,136,0,0,0,0,2,1,5,5,0,0,0,0,0,38,3,93,7,436,1,1,0,1,1,43,14,8,40,3,17,0,1,2,0,11,11,0,2091,4,45,15,10,0,0,5,4,1
306,3.06042E+14,33,197,3,38,21,270,0,1,0,6,178,0,1,11,0,1,7,0,1,2,0,0,0,0,5,4,3,3,0,0,0,0,0,33,6,222,8,505,0,0,0,0,0,44,32,8,13,2,7,0,1,2,0,7,12,1,1852,6,50,15,3,1,1,5,1,4
306,5.18031E+14,26,18,0,34,20,210,2,2,0,5,158,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,2,2,0,0,0,0,0,14,7,289,3,174,0,0,0,2,1,53,22,7,41,3,35,0,1,2,0,1,10,0,1543,9,87,14,3,2,1,2,2,0
306,3.06075E+14,29,82,1,36,23,190,0,1,0,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,7,313,2,104,0,0,0,2,1,51,26,7,21,2,12,0,0,0,0,4,10,2,1804,5,57,16,6,1,0,1,1,0
306,3.01031E+14,31,149,0,40,23,333,3,0,0,3,47,0,1,0,0,1,26,0,0,0,0,0,0,0,4,2,3,3,0,0,0,0,0,27,3,92,5,331,2,0,0,1,1,59,10,6,11,2,5,0,3,2,0,7,16,0,1817,5,30,14,7,1,0,5,1,2
