Date,Day,Winner,Pts,Loser,Pts
10/26/2013,Sat,Oregon,42,UCLA,14
10/26/2013,Sat,Rice,45,Texas-El Paso,7
10/26/2013,Sat,San Jose State,51,Wyoming,44
10/26/2013,Sat,South Carolina,27,Missouri,24
10/26/2013,Sat,USC,19,Utah,3
10/26/2013,Sat,Southern Methodist,59,Temple,49
10/26/2013,Sat,Stanford,20,Oregon State,12
10/26/2013,Sat,Texas,30,TCU,7
10/26/2013,Sat,Texas A&M,56,Vanderbilt,24
10/26/2013,Sat,Texas State,33,South Alabama,31
10/26/2013,Sat,Texas-San Antonio,52,Alabama-Birmingham,31
10/26/2013,Sat,Toledo,28,Bowling Green State,25
10/26/2013,Sat,Troy,32,Western Kentucky,26
10/26/2013,Sat,Tulane,14,Tulsa,7
10/26/2013,Sat,Washington,41,California,17
10/26/2013,Sat,Western Michigan,31,Massachusetts,30
10/30/2013,Wed,Cincinnati,34,Memphis,21
10/31/2013,Thu,Arizona State,55,Washington State,21
10/31/2013,Thu,Houston,35,South Florida,23
10/31/2013,Thu,Louisiana-Monroe,49,Troy,37
10/31/2013,Thu,North Texas,28,Rice,16
11/1/2013,Fri,USC,31,Oregon State,14
11/2/2013,Sat,Air Force,42,Army,28
11/2/2013,Sat,Akron,16,Kent State,7
11/2/2013,Sat,Arizona,33,California,28
11/2/2013,Sat,Arkansas State,17,South Alabama,16
11/2/2013,Sat,Auburn,35,Arkansas,17
11/2/2013,Sat,Boise State,42,Colorado State,30
11/2/2013,Sat,Boston College,34,Virginia Tech,27
11/2/2013,Sat,Clemson,59,Virginia,10
11/2/2013,Sat,East Carolina,34,Florida International,13
11/2/2013,Sat,Florida Atlantic,34,Tulane,17
11/2/2013,Sat,Florida State,41,Miami (Florida),14
11/2/2013,Sat,Fresno State,41,Nevada,23
11/2/2013,Sat,Georgia,23,Florida,20
11/2/2013,Sat,Georgia Tech,21,Pittsburgh,10
11/2/2013,Sat,Kansas State,41,Iowa State,7
11/2/2013,Sat,Kentucky,48,Alabama State,14
11/2/2013,Sat,Louisiana,49,New Mexico State,35
11/2/2013,Sat,Marshall,61,Southern Mississippi,13
11/2/2013,Sat,Michigan State,29,Michigan,6
11/2/2013,Sat,Middle Tennessee State,24,Alabama-Birmingham,21
11/2/2013,Sat,Minnesota,42,Indiana,39
11/2/2013,Sat,Missouri,31,Tennessee,3
11/2/2013,Sat,Nebraska,27,Northwestern,24
11/2/2013,Sat,North Carolina,27,North Carolina State,19
11/2/2013,Sat,Northern Illinois,63,Massachusetts,19
11/2/2013,Sat,Notre Dame,38,Navy,34
11/2/2013,Sat,Ohio State,56,Purdue,0
11/2/2013,Sat,Oklahoma State,52,Texas Tech,34
11/2/2013,Sat,Penn State,24,Illinois,17
11/2/2013,Sat,Rutgers,23,Temple,20
11/2/2013,Sat,San Diego State,35,New Mexico,30
11/2/2013,Sat,San Jose State,34,Nevada-Las Vegas,24
11/2/2013,Sat, South Carolina,34,Mississippi State,16
11/2/2013,Sat,Syracuse,13,Wake Forest,0
11/2/2013,Sat,Texas,35,Kansas,13
11/2/2013,Sat,Texas A&M,57,Texas-El Paso,7
11/2/2013,Sat,Texas State,37,Idaho,21
11/2/2013,Sat,Texas-San Antonio,34,Tulsa,15
11/2/2013,Sat,Toledo,55,Eastern Michigan,16
11/2/2013,Sat,UCLA,45,Colorado,23
11/2/2013,Sat,Utah State,47,Hawaii,10
11/2/2013,Sat,West Virginia,30,TCU,27
11/2/2013,Sat,Western Kentucky,44,Georgia State,28
11/2/2013,Sat,Wisconsin,28,Iowa,9
11/5/2013,Tue,Bowling Green State,45,Miami (OH),3
11/5/2013,Tue,Buffalo,30,Ohio,3
11/6/2013,Wed,Ball State,44,Central Michigan,24
11/7/2013,Thu,Baylor,41,Oklahoma,12
11/7/2013,Thu,Louisiana,41,Troy,36
11/7/2013,Thu,Stanford,26,Oregon,20
11/8/2013,Fri,Louisville,31,Connecticut,10
11/8/2013,Fri,New Mexico,45,Air Force,37
11/9/2013,Sat,Alabama,38,LSU,17
11/9/2013,Sat,Arizona State,20,Utah,19
11/9/2013,Sat,Arkansas State,42,Louisiana-Monroe,14
11/9/2013,Sat,Auburn,55,Tennessee,23
11/9/2013,Sat,Boston College,48,New Mexico State,34
11/9/2013,Sat,Central Florida,19,Houston,14
11/9/2013,Sat,Cincinnati,28,Southern Methodist,25
11/9/2013,Sat,Colorado State,38,Nevada,17
11/9/2013,Sat,Duke,38,North Carolina State,20
11/9/2013,Sat,East Carolina,58,Tulsa,24
11/9/2013,Sat,Eastern Michigan,35,Western Michigan,32
11/9/2013,Sat,Florida State,59,Wake Forest,3
11/9/2013,Sat,Fresno State,48,Wyoming,10
11/9/2013,Sat,Georgia,45,Appalachian State,6
11/9/2013,Sat,Indiana,52,Illinois,35
11/9/2013,Sat,Iowa,38,Purdue,14
11/9/2013,Sat,Kansas State,49,Texas Tech,26
11/9/2013,Sat,Louisiana Tech,36,Southern Mississippi,13
11/9/2013,Sat,Marshall,56,Alabama-Birmingham,14
11/9/2013,Sat,Memphis,21,Tennessee-Martin,6
11/9/2013,Sat,Middle Tennessee State,48,Florida International,0
11/9/2013,Sat,Minnesota,24,Penn State,10
11/9/2013,Sat,Mississippi,34,Arkansas,24
11/9/2013,Sat,Missouri,48,Kentucky,17
11/9/2013,Sat,Navy,42,Hawaii,28
11/9/2013,Sat,Nebraska,17,Michigan,13
11/9/2013,Sat,North Carolina,45,Virginia,14
11/9/2013,Sat,North Texas,41,Texas-El Paso,7
11/9/2013,Sat,Oklahoma State,42,Kansas,6
11/9/2013,Sat,Old Dominion,59,Idaho,38
11/9/2013,Sat,Pittsburgh,28,Notre Dame,21
11/9/2013,Sat,San Diego State,34,San Jose State,30
11/9/2013,Sat,USC,62,California,28
11/9/2013,Sat,Syracuse,20,Maryland,3
11/9/2013,Sat,Texas,47,West Virginia,40
11/9/2013,Sat,Texas A&M,51,Mississippi State,41
11/9/2013,Sat,TCU,21,Iowa State,17
11/9/2013,Sat,Texas-San Antonio,10,Tulane,7
11/9/2013,Sat,UCLA,31,Arizona,26
11/9/2013,Sat,Utah State,28,Nevada-Las Vegas,24
11/9/2013,Sat,Vanderbilt,34,Florida,17
11/9/2013,Sat,Virginia Tech,42,Miami (Florida),24
11/9/2013,Sat,Washington,59,Colorado,7
11/9/2013,Sat,Western Kentucky,21,Army,17
11/9/2013,Sat,Wisconsin,27,Brigham Young,17
11/12/2013,Tue,Bowling Green State,49,Ohio,0
11/12/2013,Tue,Toledo,51,Buffalo,41
11/13/2013,Wed,Kent State,24,Miami (OH),6
11/13/2013,Wed,Northern Illinois,48,Ball State,27
11/14/2013,Thu,Clemson,55,Georgia Tech,31
11/14/2013,Thu,Marshall,45,Tulsa,34
11/15/2013,Fri,UCLA,41,Washington,31
11/16/2013,Sat,Akron,14,Massachusetts,13
11/16/2013,Sat,Alabama,20,Mississippi State,7
11/16/2013,Sat,Arizona State,30,Oregon State,17
11/16/2013,Sat,Arkansas State,38,Texas State,21
11/16/2013,Sat,Auburn,43,Georgia,38
11/16/2013,Sat,Baylor,63,Texas Tech,34
11/16/2013,Sat,Boise State,48,Wyoming,7
11/16/2013,Sat,Boston College,38,North Carolina State,21
11/16/2013,Sat,Brigham Young,59,Idaho State,13
11/16/2013,Sat,Central Florida,39,Temple,36
11/16/2013,Sat,Central Michigan,27,Western Michigan,22
11/16/2013,Sat,Cincinnati,52,Rutgers,17
11/16/2013,Sat,Colorado,41,California,24
11/16/2013,Sat,Colorado State,66,New Mexico,42
11/16/2013,Sat,Duke,48,Miami (Florida),30
11/16/2013,Sat,East Carolina,63,Alabama-Birmingham,14
11/16/2013,Sat,Florida Atlantic,41,Southern Mississippi,7
11/16/2013,Sat,Florida State,59,Syracuse,3
11/16/2013,Sat,Kansas,31,West Virginia,19
11/16/2013,Sat,Kansas State,33,TCU,31
11/16/2013,Sat,Louisiana,35,Georgia State,21
11/16/2013,Sat,Louisville,20,Houston,13
11/16/2013,Sat,Maryland,27,Virginia Tech,24
11/16/2013,Sat,Memphis,23,South Florida,10
11/16/2013,Sat,Michigan,27,Northwestern,19
11/16/2013,Sat,Michigan State,41,Nebraska,28
11/16/2013,Sat,Mississippi,51,Troy,21
11/16/2013,Sat,Navy,42,South Alabama,14
11/16/2013,Sat,Nevada,38,San Jose State,16
11/16/2013,Sat,North Carolina,34,Pittsburgh,27
11/16/2013,Sat,Ohio State,60,Illinois,35
11/16/2013,Sat,Oklahoma,48,Iowa State,10
11/16/2013,Sat,Oklahoma State,38,Texas,13
11/16/2013,Sat,Oregon,44,Utah,21
11/16/2013,Sat,Penn State,45,Purdue,21
11/16/2013,Sat,Rice,52,Louisiana Tech,14
11/16/2013,Sat,San Diego State,28,Hawaii,21
11/16/2013,Sat,South Carolina,19,Florida,14
11/16/2013,Sat,USC,20,Stanford,17
11/16/2013,Sat,Southern Methodist,38,Connecticut,21
11/16/2013,Sat,Texas-El Paso,33,Florida International,10
11/16/2013,Sat,Vanderbilt,22,Kentucky,6
11/16/2013,Sat,Washington State,24,Arizona,17
11/16/2013,Sat,Wisconsin,51,Indiana,3
11/19/2013,Tue,Buffalo,44,Miami (OH),7
11/19/2013,Tue,Kent State,44,Ohio,13
11/20/2013,Wed,Northern Illinois,35,Toledo,17
11/21/2013,Thu,Central Florida,41,Rutgers,17
11/21/2013,Thu,Nevada-Las Vegas,41,Air Force,21
11/21/2013,Thu,Rice,37,Alabama-Birmingham,34
11/22/2013,Fri,Navy,58,San Jose State,52
11/23/2013,Sat,Alabama,49,Chattanooga,0
11/23/2013,Sat,Arizona,42,Oregon,16
11/23/2013,Sat,Arizona State,38,UCLA,33
11/23/2013,Sat,Arkansas State,35,Georgia State,33
11/23/2013,Sat,Boston College,29,Maryland,26
11/23/2013,Sat,Bowling Green State,58,Eastern Michigan,7
11/23/2013,Sat,Central Michigan,37,Massachusetts,0
11/23/2013,Sat,Cincinnati,24,Houston,17
11/23/2013,Sat,Clemson,52,Citadel,6
11/23/2013,Sat,Connecticut,28,Temple,21
11/23/2013,Sat,Duke,28,Wake Forest,21
11/23/2013,Sat,East Carolina,42,North Carolina State,28
11/23/2013,Sat,Florida Atlantic,55,New Mexico State,10
11/23/2013,Sat,Florida State,80,Idaho,14
11/23/2013,Sat,Fresno State,69,New Mexico,28
11/23/2013,Sat,Georgia,59,Kentucky,17
11/23/2013,Sat,Georgia Southern,26,Florida,20
11/23/2013,Sat,Georgia Tech,66,Alabama A&M,7
11/23/2013,Sat,Illinois,20,Purdue,16
11/23/2013,Sat,Iowa,24,Michigan,21
11/23/2013,Sat,Iowa State,34,Kansas,0
11/23/2013,Sat,LSU,34,Texas A&M,10
11/23/2013,Sat,Louisville,24,Memphis,17
11/23/2013,Sat,Marshall,48,Florida International,10
11/23/2013,Sat,Miami (Florida),45,Virginia,26
11/23/2013,Sat,Michigan State,30,Northwestern,6
11/23/2013,Sat,Middle Tennessee State,42,Southern Mississippi,21
11/23/2013,Sat,Mississippi State,24,Arkansas,17
11/23/2013,Sat,Missouri,24,Mississippi,10
11/23/2013,Sat,Nebraska,23,Penn State,20
11/23/2013,Sat,North Carolina,80,Old Dominion,20
11/23/2013,Sat,Notre Dame,23,Brigham Young,13
11/23/2013,Sat,Ohio State,42,Indiana,14
11/23/2013,Sat,Oklahoma,41,Kansas State,31
11/23/2013,Sat,Oklahoma State,49,Baylor,17
11/23/2013,Sat,Pittsburgh,17,Syracuse,16
11/23/2013,Sat,San Diego State,34,Boise State,31
11/23/2013,Sat,South Alabama,36,Louisiana-Monroe,14
11/23/2013,Sat,South Carolina,70,Coastal Carolina,10
11/23/2013,Sat,USC,47,Colorado,29
11/23/2013,Sat,Southern Methodist,16,South Florida,6
11/23/2013,Sat,Stanford,63,California,13
11/23/2013,Sat,Texas-San Antonio,21,North Texas,13
11/23/2013,Sat,Tulane,45,Texas-El Paso,3
11/23/2013,Sat,Tulsa,24,Louisiana Tech,14
11/23/2013,Sat,Utah State,13,Colorado State,0
11/23/2013,Sat,Vanderbilt,14,Tennessee,10
11/23/2013,Sat,Washington,69,Oregon State,27
11/23/2013,Sat,Washington State,49,Utah,37
11/23/2013,Sat,Western Kentucky,38,Texas State,7
11/23/2013,Sat,Wisconsin,20,Minnesota,7
11/23/2013,Sat,Wyoming,59,Hawaii,56
11/26/2013,Tue,Northern Illinois,33,Western Michigan,14
11/28/2013,Thu,Mississippi State,17,Mississippi,10
11/28/2013,Thu,Texas,41,Texas Tech,16
11/29/2013,Fri,Akron,31,Toledo,29
11/29/2013,Fri,Ball State,55,Miami (OH),14
11/29/2013,Fri,Bowling Green State,24,Buffalo,7
11/29/2013,Fri,Central Florida,23,South Florida,20
11/29/2013,Fri,Central Michigan,42,Eastern Michigan,10
11/29/2013,Fri,Florida Atlantic,21,Florida International,6
11/29/2013,Fri,Houston,34,Southern Methodist,0
11/29/2013,Fri,Iowa,38,Nebraska,17
11/29/2013,Fri,LSU,31,Arkansas,27
11/29/2013,Fri,Marshall,59,East Carolina,28
11/29/2013,Fri,Miami (Florida),41,Pittsburgh,31
11/29/2013,Fri,Ohio,51,Massachusetts,23
11/29/2013,Fri,Oregon,36,Oregon State,35
11/29/2013,Fri,San Jose State,62,Fresno State,52
11/29/2013,Fri,Troy,42,Texas State,28
11/29/2013,Fri,Washington,27,Washington State,17
11/30/2013,Sat,Arizona State,58,Arizona,21
11/30/2013,Sat,Auburn,34,Alabama,28
11/30/2013,Sat,Baylor,41,TCU,38
11/30/2013,Sat,Boise State,45,New Mexico,17
11/30/2013,Sat,Brigham Young,28,Nevada,23
11/30/2013,Sat,Colorado State,58,Air Force,13
11/30/2013,Sat,Connecticut,28,Rutgers,17
11/30/2013,Sat,Duke,27,North Carolina,25
11/30/2013,Sat,Florida State,37,Florida,7
11/30/2013,Sat,Georgia,41,Georgia Tech,34
11/30/2013,Sat,Hawaii,49,Army,42
11/30/2013,Sat,Indiana,56,Purdue,36
11/30/2013,Sat,Iowa State,52,West Virginia,44
11/30/2013,Sat,Kansas State,31,Kansas,10
11/30/2013,Sat,Louisiana-Monroe,31,Louisiana,28
11/30/2013,Sat,Maryland,41,North Carolina State,21
11/30/2013,Sat,Michigan State,14,Minnesota,3
11/30/2013,Sat,Middle Tennessee State,48,Texas-El Paso,17
11/30/2013,Sat,Missouri,28,Texas A&M,21
11/30/2013,Sat,Nevada-Las Vegas,45,San Diego State,19
11/30/2013,Sat,New Mexico State,24,Idaho,16
11/30/2013,Sat,North Texas,42,Tulsa,10
11/30/2013,Sat,Northwestern,37,Illinois,34
11/30/2013,Sat,Ohio State,42,Michigan,41
11/30/2013,Sat,Penn State,31,Wisconsin,24
11/30/2013,Sat,Rice,17,Tulane,13
11/30/2013,Sat,South Alabama,38,Georgia State,17
11/30/2013,Sat,South Carolina,31,Clemson,17
11/30/2013,Sat,Southern Mississippi,62,Alabama-Birmingham,27
11/30/2013,Sat,Stanford,27,Notre Dame,20
11/30/2013,Sat,Syracuse,34,Boston College,31
11/30/2013,Sat,Temple,41,Memphis,21
11/30/2013,Sat,Tennessee,27,Kentucky,14
11/30/2013,Sat,Texas-San Antonio,30,Louisiana Tech,10
11/30/2013,Sat,UCLA,35,USC,14
11/30/2013,Sat,Utah,24,Colorado,17
11/30/2013,Sat,Utah State,35,Wyoming,7
11/30/2013,Sat,Vanderbilt,23,Wake Forest,21
11/30/2013,Sat,Virginia Tech,16,Virginia,6
11/30/2013,Sat,Western Kentucky,34,Arkansas State,31
12/5/2013,Thu,Louisville,31,Cincinnati,24
12/6/2013,Fri,Bowling Green State,47,Northern Illinois,27
12/7/2013,Sat,Auburn,59,Missouri,42
12/7/2013,Sat,Baylor,30,Texas,10
12/7/2013,Sat,Central Florida,17,Southern Methodist,13
12/7/2013,Sat,Connecticut,45,Memphis,10
12/7/2013,Sat,Florida State,45,Duke,7
12/7/2013,Sat,Fresno State,24,Utah State,17
12/7/2013,Sat,Michigan State,34,Ohio State,24
12/7/2013,Sat,Oklahoma,33,Oklahoma State,24
12/7/2013,Sat,Rice,41,Marshall,24
12/7/2013,Sat,Rutgers,31,South Florida,6
12/7/2013,Sat,South Alabama,30,Louisiana,8
12/7/2013,Sat,Stanford,38,Arizona State,14
12/14/2013,Sat,Navy,34,Army,7
12/21/2013,Sat,Colorado State,48,Washington State,45
12/21/2013,Sat,Louisiana,24,Tulane,21
12/21/2013,Sat,San Diego State,49,Buffalo,24
12/21/2013,Sat,USC,45,Fresno State,20
12/23/2013,Mon,East Carolina,37,Ohio,20
12/24/2013,Tue,Oregon State,38,Boise State,23
12/26/2013,Thu,Pittsburgh,30,Bowling Green State,27
12/26/2013,Thu,Utah State,21,Northern Illinois,14
12/27/2013,Fri,Marshall,31,Maryland,20
12/27/2013,Fri,Syracuse,21,Minnesota,17
12/27/2013,Fri,Washington,31,Brigham Young,16
12/28/2013,Sat,Kansas State,31,Michigan,14
12/28/2013,Sat,Louisville,36,Miami (Florida),9
12/28/2013,Sat,North Carolina,39,Cincinnati,17
12/28/2013,Sat,Notre Dame,29,Rutgers,16
12/30/2013,Mon,Mississippi,25,Georgia Tech,17
12/30/2013,Mon,Navy,24,Middle Tennessee State,6
12/30/2013,Mon,Oregon,30,Texas,7
12/30/2013,Mon,Texas Tech,37,Arizona State,23
12/31/2013,Tue,Arizona,42,Boston College,19
12/31/2013,Tue,Mississippi State,44,Rice,7
12/31/2013,Tue,Texas A&M,52,Duke,48
12/31/2013,Tue,UCLA,42,Virginia Tech,12
1/1/2014,Wed,Central Florida,52,Baylor,42
1/1/2014,Wed,LSU,21,Iowa,14
1/1/2014,Wed,Michigan State,24,Stanford,20
1/1/2014,Wed,Nebraska,24,Georgia,19
1/1/2014,Wed,North Texas,36,Nevada-Las Vegas,14
1/1/2014,Wed,South Carolina,34,Wisconsin,24
1/2/2014,Thu,Oklahoma,45,Alabama,31
1/3/2014,Fri,Clemson,40,Ohio State,35
1/3/2014,Fri,Missouri,41,Oklahoma State,31
1/4/2014,Sat,Vanderbilt,41,Houston,24
1/5/2014,Sun,Arkansas State,23,Ball State,20
1/6/2014,Mon,Florida State,34,Auburn,31
